Review #,Brand,Variety,Style,Country,Stars,T,T_year,T_rank,Flavor,Spicy
3578,Sau Tao,nonf fried abalone noodle,Pack,Hong Kong,5.0,,,,Seafood,False
3577,Sau Tao,e fu noodle curry lobster soup flavour,Pack,Hong Kong,4.0,,,,Seafood,False
3576,Sau Tao,pork bone flavour sichuan noodle,Pack,Hong Kong,3.5,,,,Mixed,True
3575,Sau Tao,trolley noodle beef soup flavour,Pack,Hong Kong,3.75,,,,Beef,False
3574,Sau Tao,taiwanese style sliced noodle shallot oil flavour,Pack,Hong Kong,4.5,,,,,False
3573,Sau Tao,qq vermicelli pork pickled mustard flavour,Bowl,Hong Kong,3.5,,,,Pork,False
3572,Sau Tao,xiao qiao rice vermicelli hot sour soup flavour,Pack,Hong Kong,1.25,,,,,True
3571,Sau Tao,jiangnan style noodle xo shallot sauce,Pack,Hong Kong,4.5,,,,,False
3570,Sau Tao,dried mix rice vermicelli xo sauce flavour,Pack,Hong Kong,5.0,,,,,False
3569,Sau Tao,laksa flavour trolley noodles,Bowl,Hong Kong,5.0,,,,,False
3568,Sau Tao,tom yum kung flavour ho fan,Pack,Hong Kong,4.5,,,,,False
3567,Hakubaku,restaurant style fresh ramen umami miso,Pack,United States,5.0,,,,,False
3566,Hakubaku,restaurant style fresh ramen umami chicken shio,Pack,United States,5.0,,,,Chicken,False
3565,Mamee,slrp kari berapi,Pack,Malaysia,4.0,,,,,False
3564,Sapporo Ichiban,pikachu pokemon soy sauce noodle,Cup,Japan,3.0,,2016,10,,False
3563,Sokensha,shio ramen,Pack,Japan,4.0,,,,,False
3562,Snapdragon,miso rice ramen,Other,United States,3.5,,,,,False
3561,Aji-no-men,sabor gallina criolla,Pack,Other,3.5,,,,,False
3560,Mamee,monster ghost pepper snek mi,Pack,Malaysia,5.0,,,,,True
3559,Mamee,slrp kari berapi,Cup,Malaysia,4.5,,,,,False
3558,Ao Ba Ba,chicken oatmeal,Bowl,Vietnam,3.75,,,,Chicken,False
3557,Nakaki Foods,salt yakisoba,Pack,Japan,5.0,,,,,False
3556,ABC President,mi abc mi instant shrimp,Pack,Indonesia,3.5,,,,Seafood,False
3555,Daikoku,shokuhin big sauce yakisoba with mayonnaise,Tray,Japan,4.75,,,,,False
3554,Myojo,vegetable paitan tanmen,Bowl,Japan,5.0,,,,,False
3553,Mom's Dry Noodle,sichuan spicy duck blood bean vermicelli,Other,Taiwan,5.0,,,,Duck,True
3552,Daisho,rich soy sauce tonkotsu,Pack,Japan,4.0,,,,Pork,False
3551,Vite Ramen,sichuan chili crisp prototype,Pack,United States,2.75,,,,,True
3550,Hakubaku,restaurant style fresh ramen umami shoyu,Pack,United States,5.0,,,,,False
3549,Higashimaru,kagoshima tonkotsu ramen,Pack,Japan,4.0,,,,Pork,False
3548,Kormosa,kiss my food shrimp instant noodles,Pack,Taiwan,3.75,,,,Seafood,False
3547,Nissin,miojo lamen sabor galinha caipira,Pack,Brazil,3.5,,2016,1,,False
3546,Toei,mini non cup soba,Pack,Japan,3.5,,,,,False
3545,Cao Is Starving,dried noodles tomato flavor,Tray,China,3.5,,,,,False
3544,KOKA,baked multigrain noodles pepper crab flavour,Cup,Singapore,4.0,,,,Seafood,True
3543,Micoem,cung dinh kool spaghetti,Bowl,Vietnam,0.5,,,,,False
3542,Boys & Girls,steam noodle spicy beef flavor,Cup,China,5.0,,,,Beef,True
3541,Sapporo Ichiban,yokohama tonkotsu shoyu ramen,Bowl,Japan,3.5,,,,Pork,False
3540,Sapporo Ichiban,double wasabi yakisoba,Tray,Japan,3.5,,,,,False
3539,Ve Wong,instant oriental noodles soup chinese herb angelica flavor,Pack,Taiwan,2.0,,,,,False
3538,Nissin-Miojo,lamen sabor costela,Pack,Brazil,3.25,,,,,False
3537,Sapporo Ichiban,keika kumamoto tonkotsu ramen,Bowl,Japan,4.25,,,,Pork,False
3536,Daikoku,chikara udon,Bowl,Japan,4.5,,,,,False
3535,Nongshim,tonkotsu ramen premium noodle soup,Bowl,United States,5.0,,,,Pork,False
3534,Nongshim,soo air dried noodles with beef flavor seaweed,Pack,South Korea,3.75,,,,Beef,False
3533,Gu Sister,clam flavor bean vermicelli,Cup,China,4.5,,,,Seafood,False
3532,Boys & Girls,steam noodle tomato egg flavor,Cup,China,5.0,,,,,False
3531,Maruchan,karamuro style black yakisoba,Tray,Japan,4.5,,,,,False
3530,Shi Zu Ren,energy instant hot sour flavor vermicelli,Cup,China,3.5,,,,,True
3529,Cao Is Starving,dried noodles braised chicken flavor,Tray,China,4.25,,,,Chicken,False
3528,Higashimaru,kagoshima spicy tonkotsu ramen,Pack,Japan,4.5,,,,Pork,True
3527,Mr. Meng,tomato egg instant noodles,Cup,China,5.0,,,,,False
3526,Pangdama,slightly spicy beef flavor instant noodle,Bowl,China,4.0,,,,Beef,True
3525,Maruchan,oshima x tanaka shoten miso tonkotsu ramen,Bowl,Japan,5.0,,2016,8,Pork,True
3524,Myojo,charumera shoyu ramen,Cup,Japan,4.25,,,,,False
3523,Little Couples,dry noodle sesame flavor,Pack,Taiwan,5.0,,,,,False
3522,A1,abalone noodle,Pack,Malaysia,4.75,,,,Seafood,False
3521,Maruchan,sesame tan tan udon,Bowl,Japan,5.0,,,,,False
3520,Myojo,koku tonkotsu ramen,Bowl,Japan,3.75,,,,Pork,False
3519,Ve Wong,dah wei wang instant noodles artificial house beef flavor,Bowl,Taiwan,2.0,,,,Beef,False
3518,Doshirak,mild flavor chicken ramen noodle soup,Pack,Other,3.25,,,,Chicken,False
3517,Maruchan,dining champon ramen,Bowl,Japan,4.75,,,,Pork,False
3516,Paldo,jjol bibimmen,Pack,South Korea,4.0,,,,,False
3515,Daisho,kimchi rice vermicelli,Pack,Japan,4.0,,,,,True
3514,MyKuali,white fish broth cup noodle,Cup,Malaysia,5.0,,,,Seafood,False
3513,Nissin,demae ramen original soy sauce flavor ramen noodle soup,Bowl,United States,4.0,,,,,False
3512,Samyang Foods,buldak 2x spicy hot chicken flavor topokki,Bowl,South Korea,3.5,,,,Chicken,True
3511,Mr. Lee's Noodles,coconut chicken laksa,Cup,United Kingdom,5.0,,,,Chicken,False
3510,Mr. Lee's Noodles,warrior fighting shrimp,Cup,United Kingdom,4.25,,,,Seafood,False
3509,Mr. Lee's Noodles,tai chi chicken,Cup,United Kingdom,5.0,,,,Chicken,False
3508,Mr. Lee's Noodles,dragon fire vegetables,Cup,United Kingdom,3.5,,,,,True
3507,Mr. Lee's Noodles,hong kong street beef,Cup,United Kingdom,4.5,,2016,5,Beef,False
3506,Mr. Lee's Noodles,zen garden vegetables,Cup,United Kingdom,4.25,,,,,False
3505,Myojo,spicy yuzu mazesoba,Tray,Japan,0.0,,,,,True
3504,Sapporo Ichiban,sundobu karakuchi ramen,Cup,Japan,2.5,,,,,False
3503,MyKuali,penang red tom yum goong rice vermicelli soup 2019 recipe ,Bowl,Malaysia,5.0,,,,,False
3502,Paldo,lime lobster flavor king noodle,Bowl,South Korea,3.5,,,,Seafood,False
3501,Yatekomo,pollo con soja,Pack,Other,3.5,,,,Chicken,False
3500,Fujiwara,shijimi 70ko chikara ramen,Pack,Japan,1.5,,,,,False
3499,KOKA,baked multigrain noodles five spiced duck flavour,Cup,Singapore,3.75,,,,Duck,False
3498,Paldo,sriracha lobster flavor king noodle,Bowl,South Korea,3.75,,,,Seafood,False
3497,Kenmin,shisen shirunashi tantanmen,Pack,Japan,4.0,,,,,False
3496,Menraku,sichuan inspired ramen spicy sesame ,Bowl,United States,4.0,,,,,True
3495,Nhu,vietnamese pho instant rice noodles beef flavor,Bowl,Vietnam,4.5,,,,Beef,False
3494,Kang Shi Fu,artificial salted beef with mushrooms flavour,Bowl,United States,4.0,,,,Beef,False
3493,Acecook,hello kitty 45th anniversary tonkotsu ramen,Cup,Japan,3.75,,,,Pork,False
3492,Kang Shi Fu,atyificial mushroom chicken flavour,Bowl,United States,4.0,,,,Chicken,False
3491,Lemonilo,naked ramen chicken curry soup,Pack,United States,4.5,,,,Chicken,False
3490,Yamamoto Seifun,tanuki oyaji tonkotsu ramen,Bowl,Japan,4.0,,,,Pork,False
3489,MyKuali,white fish broth rice vermicelli,Bowl,Malaysia,5.0,,,,Seafood,False
3488,Cao Is Starving,dried noodles chongqing style,Tray,China,3.25,,,,,False
3487,Itomen,sansai udon,Bowl,Japan,3.0,,,,,False
3486,Gurimi,mi goreng,Pack,Indonesia,4.5,,,,,False
3485,Taihodien,spicy sesame noodles,Pack,Taiwan,4.25,,,,,True
3484,Shi Zu Ren,energy instant clam flavor vermicelli,Cup,China,3.5,,,,Seafood,False
3483,Mr. Min,original korean ramen beef flavor,Pack,Other,4.25,,,,Beef,False
3482,KOKA,baked multigrain noodles hot mala tofu flavour,Cup,Singapore,2.25,,,,,True
3481,Mykuali,penang spicy prawn soup noodle 2019 edition ,Pack,Malaysia,5.0,,,,Seafood,True
3480,Sapporo Ichiban,momoya kimchi no moto ramen,Bowl,Japan,4.0,,,,,True
3479,Yamamoto Seifun,spicy cheese napolitan,Bowl,Japan,3.5,,,,,True
3478,Menraku,japanese ramen seafood tonkotsu taste,Bowl,United States,4.25,,,,Mixed,False
3477,Sapporo Ichiban,maruhon sesame oil shoyu ramen,Bowl,Japan,4.25,,,,,False
3476,Kang Shi Fu,never met noodles artificial roasted shrimp flavour,Bowl,United States,3.5,,,,Seafood,False
3475,Paldo,mr kimchi stirfried kimchi ramen,Cup,South Korea,3.75,,,,,True
3474,Aji-no-men,sabor gallina criolla,Pack,Brazil,3.5,,,,,False
3473,MyKuali,white fish broth noodle,Pack,Malaysia,5.0,,,,Seafood,False
3472,MyKuali,penang white curry noodle new recipe ,Pack,Malaysia,5.0,,,,,False
3471,Ve Wong,instant oriental noodles soup chinese herb ginseng,Pack,Taiwan,3.75,,,,,False
3470,Myojo,ippeichan rich sweet yakisoba,Tray,Japan,5.0,,,,,False
3469,Mykuali,penang hokkien prawn rice vermicelli soup,Bowl,Malaysia,5.0,,,,Seafood,False
3468,Little Couples,dry noodle onion,Pack,Taiwan,5.0,,,,,False
3467,Sapporo Ichiban,mentai agodashi shoyu ramen,Bowl,Japan,3.75,,,,,False
3466,Kang Shi Fu,never met noodles artificial roasted beef flavour,Bowl,United States,3.75,,,,Beef,False
3465,Mamee,monster,Pack,Malaysia,3.75,,,,,False
3464,Takamori,agodashi udon,Pack,Japan,5.0,,,,,False
3463,Wai Wai,oriental style instant noodles,Pack,Thailand,4.0,,,,,False
3462,ABC,mi instant goreng,Pack,Indonesia,5.0,,,,,False
3461,Mr. Min,original korean ramen instant noodles,Pack,Other,5.0,,,,,False
3460,Paldo,bibimen 35th anniversary edition ,Pack,South Korea,4.0,,,,,False
3459,Samyang Foods,buldak meat spaghetti,Bowl,South Korea,4.5,,,,Chicken,False
3458,Maruchan,chikrara mochi udon,Bowl,Japan,1.0,,,,,False
3457,Samyang Foods,buldak corn hot chicken flavor ramen,Pack,South Korea,4.5,,,,Chicken,True
3456,Daisho,seafood vermicelli noodles,Pack,Japan,4.0,,,,Seafood,False
3455,Young Poong,yopokki cheese topokki rice cake ,Cup,South Korea,3.75,,,,,False
3454,Red Chef,spicy sakura prawn soup rice vermicelli noodles new recipe ,Pack,Malaysia,5.0,,,,Seafood,True
3453,Seven & i,premium curry ramen,Cup,Japan,5.0,,,,,False
3452,Paldo,teumsae 9 413shu ,Pack,Japan,4.0,,,,,False
3451,Nongshim,shin light air dried noodle soup,Pack,South Korea,5.0,,,,,False
3450,Taihodien,green chilli paste noodle,Pack,Taiwan,0.0,,,,,True
3449,LMF,hong kong chow mein tan tan flavor,Pack,China,2.5,,,,,False
3448,Jongga,real kimchi ramen,Bowl,South Korea,2.0,,,,,True
3447,Itsuki,chinese lemon cold noodle,Pack,Japan,3.5,,,,,False
3446,Prima Taste,singapore black pepper crab flavoured la mian,Pack,Singapore,5.0,,,,Seafood,True
3445,Samurai,ramen,Pack,Japan,4.5,,,,,False
3444,Maruchan,ramen noodle soup hot n spicy vegetable flavor,Pack,United States,3.75,,,,,True
3443,Maruchan,kameda kakinotane wasabi yakisoba,Tray,Japan,4.5,,,,,False
3442,Paldo,mr kimchi stirfried kimchi ramen,Bowl,South Korea,5.0,,,,,True
3441,Myojo,extremely ramen noodles rich potato butter shio ramen,Cup,Japan,3.0,,,,,False
3440,Nongshim,k army stew style noodle soup with chili beans,Pack,United States,5.0,,,,,False
3439,Acecook,potato butter shio ramen,Cup,Japan,3.5,,,,,False
3438,Nissin,cup noodles big extra spicy tonkotsu,Cup,Hong Kong,3.25,,,,Pork,True
3437,Red Chef,green tom yum soup noodles new formulation dec 2019 ,Pack,Malaysia,5.0,,,,,False
3436,Samyang Foods,aloha bowl noodle soup kimchi flavour,Bowl,South Korea,3.5,,,,Beef,True
3435,Nissin,cup noodle smoky spicy sio,Cup,Japan,1.5,,,,,True
3434,Samyang Foods,aloha bowl noodle soup chicken flavor,Bowl,South Korea,3.5,,,,Mixed,False
3432,Nissin,eco style refill pack,Pack,Japan,5.0,,,,,False
3431,Nissin,raoh grapefruit shio ramen,Pack,Japan,2.5,,,,,False
3430,Myojo,ippeichan potato mayo yakisoba,Tray,Japan,3.75,,,,,False
3429,Paldo,bul jjamppong,Pack,South Korea,5.0,,,,,False
3428,Wu Mu,mandashi sakura shrimp scallion oil noodle,Other,Taiwan,4.0,,2016,9,Seafood,False
3427,Samyang Foods,buldak light,Pack,South Korea,5.0,,,,Chicken,False
3426,One Culture Foods,taiwanese beef noodle,Cup,United States,3.75,,,,Beef,False
3425,Nissin,u f o chow mein noodles spicy beef artificial flavour,Tray,Hong Kong,4.0,,,,Beef,True
3424,Takamori,butter soy sauce spaghetti,Pack,Japan,4.25,,,,,False
3423,ABC,mi instant vegetable flavor,Pack,Indonesia,3.5,,,,,False
3422,Maruchan,qtta tomato cream cheese ramen,Cup,Japan,3.5,,,,,False
3421,Samyang Foods,aloha bowl noodle soup spicy beef flavor,Bowl,South Korea,4.0,,,,Beef,True
3420,Shun Savory,dried noodles hot sour,Pack,China,4.0,,,,,True
3419,Menraku,restaurant style ramen shoyu tonkotsu taste,Pack,Japan,3.5,,,,Pork,False
3418,Nissin,miojo lamen hot sabor calabresa,Pack,Brazil,3.75,,,,,True
3417,One Culture Foods,chinese chicken noodle,Cup,United States,3.75,,,,Chicken,False
3416,Taim,thai noodles chicken flavored,Cup,Other,3.5,,,,Chicken,False
3415,Taim,thai noodles chinese seasoning,Cup,Other,2.0,,,,,False
3414,Taim,thai noodles beef flavored,Cup,Other,3.5,,,,Beef,False
3413,Shin Horng,hon s dry noodles traditional sichuan chilli flavor,Pack,Taiwan,5.0,,,,,True
3412,Kang Shi Fu,artificial beef with sauerkraut flavour,Bowl,United States,3.5,,,,Beef,False
3411,Sapporo Ichiban,miso ramen,Cup,Japan,4.0,,,,,False
3410,Wei Lih,spicy vegan noodle,Bowl,Taiwan,4.0,,,,,True
3409,Nissin,asahikawa hokkaido shoyu ramen,Pack,Japan,2.0,,,,,False
3408,Sichuan Baijia,hong you mian pi,Bowl,China,3.5,,,,,False
3407,Vifon,viet cuisine asian style instant noodle with mushroom,Tray,Vietnam,2.0,,,,,False
3406,Street Noodles,teriyaki,Other,United States,3.5,,,,Chicken,False
3405,Maruchan,dining soymilk sesame miso ramen,Bowl,Japan,4.0,,,,,False
3404,Nongshim,big gomtang instant noodle soup mix,Bowl,South Korea,5.0,,,,,False
3403,Maruchan,cold bukkake tanuki soba,Bowl,Japan,3.5,,,,,False
3402,Shun Savory,dried chongqing noodles,Pack,China,3.75,,,,,False
3401,Star Anise Foods,pho noodle soup bowl creamy coconut,Cup,United States,0.25,,,,Beef,False
3400,EDO Pack,kumamoto flavour noodles,Cup,Hong Kong,1.0,,,,,False
3399,Pan Mee,goreng dried chili shrimp flavour,Pack,Malaysia,5.0,,,,Seafood,False
3398,Paldo,king lid ramen noodle soup,Pack,South Korea,5.0,,,,,False
3397,Nissin Miojo,cremoso carno com chili,Pack,Brazil,2.0,,,,,False
3396,Samyang Foods,cham ramen big bowl,Bowl,South Korea,2.25,,,,Mixed,False
3395,Maruchan,akai kitsune yakiudon,Tray,Japan,4.0,,,,,False
3394,Nissin,top ramen soy sauce bowl,Bowl,United States,3.0,,,,Beef,False
3393,Nissin,anpanman soy sauce flavor cup noodle,Cup,Japan,3.5,,,,,False
3392,Wu Mu,mandashi mala spicy noodle,Other,Taiwan,5.0,,,,,True
3391,Marutai,boh ramen shoyu aji,Pack,Japan,5.0,,,,,False
3390,Eight Field,spicy peanut paste noodle,Pack,Taiwan,5.0,,,,,True
3389,Nissin,men shokunin tantanmen,Bowl,Japan,4.5,,,,,False
3388,Paldo,big 3 instant ramen bowl,Bowl,South Korea,5.0,,,,Beef,False
3387,Maruchan,seimen yasai chanpon,Bowl,Japan,3.0,,,,,False
3386,Maruchan,fire yakisoba spicy beef flavor,Tray,United States,2.25,,,,Beef,True
3385,Kang Shi Fu,artificial roasted pork flavour,Bowl,United States,2.75,,,,Pork,False
3384,Nissin,cup noodles stir fry sweet chili flavor,Cup,United States,3.75,,,,,False
3383,Nissin Miojo,nissin lamen sabor frango assado com toque de limao,Pack,Brazil,3.5,,,,,False
3382,Itsuki,akikara ramen,Pack,Japan,5.0,,,,,False
3381,Nissin,nissin pasta u f o sabor alitas hot,Tray,Mexico,1.0,,,,,True
3380,Maruchan,gold spicy miso flavor craft ramen noodles,Pack,United States,5.0,,,,,True
3379,Paldo,mr kimchi stirfried kimchi ramen,Pack,South Korea,5.0,,,,,True
3378,Yibin,burning noodle hot spicy,Tray,China,0.0,,,,,True
3377,Sapporo Ichiban,hokkaido crab nabe shoyu ramen,Cup,Japan,3.75,,,,Seafood,False
3376,Rooster,chili seafood flavour noodle soup,Cup,Canada,3.25,,,,Seafood,False
3375,Maruchan,men dining shoyu wantan men,Bowl,Japan,4.25,,,,,False
3374,Maruchan,fire bowl ramen spicy beef flavor,Bowl,United States,2.5,,,,Beef,True
3373,Hikari Miso,harusame tonkotsu,Pack,Japan,0.0,,,,Pork,False
3372,Nissin,cup noodles stir fry teriyaki beef flavor,Cup,United States,4.5,,,,Mixed,False
3371,Nissin Miojo,cremoso sabor estrogonofe de frango,Pack,Brazil,4.0,,,,,False
3370,Kang Shi Fu,artificial dongpo s braised prok flavour,Bowl,United States,3.5,,,,,False
3369,Aji-no-men,sabor camaron,Pack,Other,3.25,,,,,False
3368,Paldo,mr kimchi kimchi ramen,Pack,South Korea,4.0,,,,,True
3367,Vite Ramen,soy sauce chicken instant noodle soup v1 1,Pack,United States,5.0,,,,Chicken,False
3366,Maruchan,gold soy sauce flavor craft noodle,Pack,United States,5.0,,,,,False
3365,Nissin,cup noodles stir fry korean bbq flavor,Cup,United States,5.0,,,,,False
3364,Shun Savory,dried dan dan noodles,Pack,China,3.5,,,,,False
3363,Qi Shi Liu Ren,back to henan instant noodle,Bowl,China,5.0,,,,,False
3362,Nissin,nissin pasta u f o res teriyaki,Tray,Mexico,3.5,,,,Chicken,False
3361,Liang Cheng Mai,sao zi mian,Other,China,4.5,,,,,False
3360,Acecook,coco ichibanya curry house ramen,Bowl,Japan,4.5,,,,,False
3359,Maruchan,qtta spicy curry ramen,Cup,Japan,3.5,,,,,True
3358,Nissin,top ramen shrimp flavor bowl,Bowl,United States,3.5,,,,Mixed,False
3357,Kenko Foods,healthy vegetable ramen,Pack,Japan,3.5,,,,,False
3356,Nasoya,goramen teriyaki japanese style noodles,Bowl,United States,1.0,,,,Chicken,False
3355,Vite Ramen,garlic pork instant noodle soup v1 1,Pack,United States,4.0,,,,Pork,False
3354,Yumei,lazy noodle sichuan green pepper flavor,Tray,China,0.0,,,,,True
3353,Yatekomo,fideos orientales pollo al curry,Pack,Other,4.0,,,,Chicken,False
3352,A-Sha,rainbow noodles,Other,Taiwan,5.0,,,,,False
3351,Marutai,chinese style ramen,Pack,Japan,3.0,,,,,False
3350,Nissin Miojo,cremoso costela barbecue,Pack,Brazil,1.0,,,,,False
3349,No Name,beef flavour oriental noodles soup mix,Pack,Canada,3.0,,,,Beef,False
3348,Rooster,hot spicy flavour noodle soup,Pack,Canada,3.5,,,,,True
3347,Nona Lim,spicy miso ramen bowl,Bowl,United States,0.5,,,,Beef,True
3346,Sau Tao,tom yum kung flavour ho fan,Bowl,Hong Kong,5.0,,,,,False
3345,Peyoung,phakchi lemon ramen,Bowl,Japan,3.5,,,,,False
3344,Nissin Miojo,nissin lamen frang com alho,Pack,Brazil,3.5,,,,,False
3343,Myojo,extremely ramen noodles rich miso ramen,Cup,Japan,2.5,,,,,False
3342,EDO Pack,sesame oil flavour,Pack,Hong Kong,3.75,,,,,False
3341,LMF,hong kong chow mein garlic minced pork flavor,Pack,China,4.0,,,,Pork,False
3340,Three Meters,soybean flavor belt noodles,Pack,Taiwan,5.0,,,,,False
3339,Samyang Foods,jjajang buldak ramen topokki,Pack,South Korea,5.0,,,,Chicken,False
3338,Nissin,nissin paste u f o camaron fuego salsa habanero,Tray,Mexico,4.0,,,,,False
3337,Nongshim,fururu cold noodles,Pack,Japan,5.0,,,,,False
3336,Nissin ,top ramen chicken flavor bowl,Bowl,United States,3.5,,,,Mixed,False
3335,Samyang Foods,bibimmyun,Pack,South Korea,4.5,,,,,False
3334,Nona Lim,dan dan noodle bowl,Bowl,United States,5.0,,,,Beef,False
3333,Shuang Ren Hsu,famous chinese noodles sesame peanuts,Pack,Taiwan,3.5,,,,,False
3332,Kubota,men onomichi aji hei ramen,Other,Japan,5.0,,,,,False
3331,Nona Lim,green curry noodle bowl,Bowl,United States,3.5,,,,Beef,False
3330,Three Meters,pepper sesame belt noodles,Pack,Taiwan,5.0,,,,,True
3329,Nissin,cup noodles dark dragon,Cup,Mexico,3.75,,,,,False
3328,Chef Nic's Noodles,hot spicy flavour noodle soup,Other,Taiwan,5.0,,,,,True
3327,Ramen Hero,spicy shoyu tonkotsu ramen,Pack,United States,5.0,,,,Pork,True
3326,Nissin Miojo,nissin lamen hot sabor galinha,Pack,Brazil,3.75,,,,,True
3325,Tabate,yuzu dashi shio ramen,Pack,Japan,4.75,,,,,False
3324,Itsuki,cold tea soba,Pack,Japan,4.0,,,,,False
3323,Samyang Foods,carbo hot chicken flavor topokki,Bowl,South Korea,5.0,,,,Chicken,True
3322,Ve Wong,kung fu instant oriental noodle soup artificial soybean paste flavor,Pack,Taiwan,4.5,,,,,False
3321,Rooster,chili chicken flavour noodle soup,Pack,Canada,3.5,,,,Chicken,False
3320,Jongga,instant noodle kimchi ramen hot spicy flavor,Pack,South Korea,3.75,,,,,True
3319,Peyoung,gekkikara max end yakisoba,Tray,Japan,1.5,,,,,False
3318,Zombear,livingdea zomramen shio,Pack,Japan,4.5,,,,,False
3317,Kubota,men ganja saitama ramen,Other,Japan,5.0,,,,,False
3316,Itsuki,kurume hotomeki ramen,Pack,Japan,3.75,,,,,True
3315,Sapporo Ichiban,cupstar potato butter shio ramen,Cup,Japan,4.0,,,,,False
3314,O'taste,jjajang ttoekbokki with noodles,Bowl,South Korea,5.0,,,,,False
3313,Nissin,raoh kogashi spicy tonkotsu ramen,Bowl,Japan,5.0,,,,Pork,True
3312,Teishi,shaoxing nuerhong wine noodles,Pack,Taiwan,3.5,,,,,False
3311,Paldo,teumsae ramen 9 413shu ,Pack,South Korea,4.0,,,,,False
3310,Nissin Miojo,cremoso sabor molho de queijo,Pack,Brazil,3.5,,,,,False
3309,Itsuki,spicy tonkotsu miso ramen,Pack,Japan,5.0,,,,Pork,True
3308,Teishi,old wine instant noodles,Pack,Taiwan,5.0,,,,,False
3307,O'taste,pho rice noodle hot,Bowl,South Korea,5.0,,,,,True
3306,Itsuki,tempura soba,Pack,Japan,4.5,,,,,False
3305,Sapporo Ichiban,cupstar classic shoyu ramen,Cup,Japan,3.25,,,,,False
3304,Himawari-Shokuhin,yanbaru soba,Pack,Japan,5.0,,,,,False
3303,Chil Kab Farm Products,spicy sujebi,Bowl,South Korea,5.0,,,,,True
3302,7-Eleven / Nissin,mouko tanmen nakamoto,Cup,Japan,4.25,,,,,False
3301,Yatekomo,fideos orientales barbacoa,Pack,Other,4.5,,,,,False
3300,Maruchan,yellow hakata tonkotsu ramen,Bowl,Japan,4.0,,,,Pork,False
3299,Jinanbo,tonkotsu ramen,Other,Japan,5.0,,,,Pork,False
3298,Pan Mee,goreng dried curry flavour,Pack,Malaysia,5.0,,,,,False
3297,A-Sha,jin kung fu spicy scallion noodle,Pack,Taiwan,5.0,,,,,True
3296,Samyang Foods,carbo buldak topokki,Pack,South Korea,5.0,,,,Chicken,False
3295,Mama Pat's,chicken taco flavor instant ramen noodles,Pack,United States,2.0,,,,Chicken,False
3294,Kubota,men raimu kitakata ramen,Other,Japan,5.0,,,,,False
3293,Maruchan,ramen noodle soup texas beef flavor,Pack,United States,3.5,,,,Beef,False
3292,Sapporo Ichiban,kite kyusju moji harbor cheese curry ramen,Cup,Japan,3.25,,,,,False
3291,Itsuki,classic udon,Pack,Japan,4.0,,,,,False
3290,Nissin,men shokunin tonkotsu ramen,Bowl,Japan,3.75,,,,Pork,False
3289,Sanpo,spicy green pepper tonkotsu ramen,Pack,Japan,5.0,,2016,7,Pork,True
3288,Little Cook,spicy beef flavor,Bowl,Thailand,4.0,,,,Beef,True
3287,Itsuki,neapolitan spaghetti,Pack,Japan,3.25,,,,,False
3286,Pan Mee,perisa sup nyonya laksa melaka,Pack,Malaysia,3.75,,,,,False
3285,Aji-no-men,sabor gallina picante,Pack,Other,3.75,,,,,False
3284,Mykuali,penang gaeng som noodle,Pack,Malaysia,4.25,,,,,False
3283,O'taste,spicy tteokbokki,Bowl,South Korea,5.0,,,,,True
3282,EDO Pack,spicy flavour noodle,Pack,Hong Kong,4.0,,,,,True
3281,Samlip,hi myon spicy katsuo udon,Pack,South Korea,5.0,,,,,True
3280,Mama Pat's,seafood gumbo flavor instant ramen noodles,Cup,United States,1.25,,,,Seafood,False
3279,Palkin,the knight of fire ribs,Pack,South Korea,3.5,,,,,True
3278,Uni-President,imperial big meal beef flavour,Bowl,Taiwan,5.0,,,,Beef,False
3277,Marutai,kyushu hakata vegetarian ramen,Pack,Japan,5.0,,,,,False
3276,Nongshim,neoguri seafood spicy ramyun,Pack,South Korea,4.0,,,,Seafood,True
3275,Haogemen,chongqing noodles hot spicy,Pack,China,4.25,,,,,True
3274,Maruchan,tempura udon,Cup,Japan,3.75,,,,,False
3273,Hide Chan,kani miso ramen,Other,Japan,4.0,,,,,False
3272,Kenko Foods,health shoyu ramen,Pack,Japan,4.25,,,,,False
3271,Samyang Foods,tsuyu soy sauce udon,Bowl,South Korea,4.0,,,,,False
3270,FitMee,konjac chicken soto,Pack,Indonesia,5.0,,,,Chicken,False
3269,Vite Ramen,vegan mushroom shio instant noodle soup,Pack,United States,5.0,,,,,False
3268,FitMee,konjac fried korean noodle,Pack,Indonesia,3.5,,,,,False
3267,Vite Ramen,garlic pork instant noodle soup,Pack,United States,4.0,,,,Pork,False
3266,Samyang Foods,hot chicken flavor sausage,Pack,South Korea,4.0,,,,Chicken,True
3265,Mom's Dry Noodle,blue elephant green curry noodle,Other,Taiwan,5.0,,,,,False
3264,Acecook,seabura tonkotsu ramen,Cup,Japan,4.0,,,,Pork,False
3263,Soup Daren,pork bone noodles,Pack,China,5.0,,,,Mixed,False
3262,Aji-no-men,sabor carne sopa instantanea fideos,Pack,Other,3.0,,,,,False
3261,Kikusui,shirakaba sansou miso ramen,Other,Japan,4.5,,,,,False
3260,Kikusui,keyaki miso ramen,Other,Japan,5.0,,,,,False
3259,Kuro Tetsuya,black iron red guard,Pack,Japan,4.5,,,,,False
3258,Sapporo Ichiban,japanese cury ramen,Bowl,Japan,4.0,,,,,False
